,gender,age,sign
3956952,male,24,Aquarius
3493704,male,26,Cancer
3956788,male,23,Virgo
3291450,male,14,Aries
4176168,male,15,Leo
4011628,male,15,Capricorn
3685075,female,24,Aquarius
3292478,male,24,Libra
4233184,female,13,Scorpio
3801445,male,24,Taurus
3586998,female,14,Aquarius
2663008,male,24,Cancer
3659114,male,24,Taurus
4216919,female,25,Aquarius
4306681,male,15,Gemini
4072978,male,24,Taurus
3325110,male,14,Pisces
2996701,female,40,Capricorn
3860686,female,34,Aquarius
3841319,male,15,Aries
2690732,female,24,Libra
3917928,male,15,Virgo
3296637,male,15,Cancer
4110925,male,25,Cancer
1328709,male,25,Gemini
3883490,male,23,Gemini
3517369,male,24,Leo
3888357,male,24,Cancer
3622691,female,25,Taurus
4164628,male,42,Aries
3955165,female,23,Sagittarius
3925146,male,23,Aquarius
4017357,female,15,Sagittarius
3572747,female,35,Cancer
3654372,male,25,Virgo
4081399,male,17,Pisces
1043329,male,23,Pisces
3529617,male,39,Libra
4002052,female,23,Capricorn
3530981,male,34,Scorpio
3465662,female,16,Cancer
4031537,male,15,Leo
3890549,female,24,Virgo
4183383,female,17,Cancer
3698534,female,15,Sagittarius
4090725,female,17,Cancer
4312427,male,24,Taurus
3849048,male,13,Taurus
3922296,female,26,Sagittarius
3730337,female,15,Scorpio
3672856,male,16,Scorpio
3290240,male,25,Cancer
3590002,female,23,Cancer
580228,male,17,Libra
3307952,male,26,Aquarius
3488906,female,17,Gemini
4120940,male,36,Sagittarius
3456278,male,26,Leo
1742648,male,33,Scorpio
3363036,female,23,Aries
3524606,male,34,Libra
3624974,male,16,Aries
4251758,male,16,Libra
3550079,female,24,Sagittarius
4302508,male,25,Aquarius
4201015,male,23,Leo
4157652,male,17,Aquarius
4245598,female,13,Capricorn
3435054,male,33,Taurus
3585634,male,23,Gemini
4129961,female,17,Virgo
3421666,female,24,Aquarius
3935167,male,16,Scorpio
3953128,female,26,Taurus
4292279,female,25,Libra
3521930,female,27,Cancer
3533881,male,26,Scorpio
4331205,male,37,Capricorn
1060087,male,27,Leo
3424390,female,25,Aquarius
3682500,male,15,Pisces
4292523,female,25,Aquarius
2897463,male,26,Leo
3583990,female,26,Cancer
3785032,female,13,Gemini
4270346,female,43,Aquarius
3114279,male,24,Taurus
3051016,male,26,Cancer
3346171,male,16,Virgo
3312827,female,25,Cancer
4063868,female,24,Pisces
2645566,female,16,Virgo
728227,male,23,Scorpio
724181,male,25,Gemini
3921188,female,16,Libra
3581933,female,25,Sagittarius
1263794,female,17,Cancer
4075064,male,23,Sagittarius
578591,male,45,Libra
3608711,female,33,Sagittarius
3515069,male,24,Scorpio
3616335,female,33,Cancer
4201734,female,16,Gemini
3699448,female,16,Taurus
3476799,male,24,Leo
3720867,male,37,Gemini
3372184,male,26,Pisces
3798944,male,23,Capricorn
3866397,male,27,Leo
3873505,male,42,Taurus
3592995,female,24,Leo
3884434,female,14,Sagittarius
3606273,female,24,Virgo
3955252,male,44,Taurus
3207187,male,23,Aries
3604448,female,13,Capricorn
3433287,male,15,Gemini
3398286,male,27,Cancer
886442,female,27,Cancer
3484860,male,23,Aries
3423848,male,25,Taurus
4086179,male,16,Leo
4221098,male,27,Pisces
1445315,female,23,Scorpio
3431201,female,16,Taurus
3986589,female,26,Leo
3715638,male,13,Taurus
4055499,female,24,Aries
4047512,male,24,Aquarius
4163421,female,14,Virgo
4077130,female,24,Libra
3910263,female,27,Gemini
3651362,female,13,Taurus
4225280,male,24,Taurus
4045773,female,26,Sagittarius
4212782,female,14,Aries
3938145,female,36,Cancer
3347658,female,24,Aries
3516436,male,14,Sagittarius
3613484,female,17,Taurus
4230950,male,42,Aquarius
3491430,male,24,Leo
3800368,male,15,Virgo
4034799,male,23,Sagittarius
3785455,female,17,Sagittarius
3968616,female,33,Gemini
3780951,female,17,Aquarius
3998136,male,35,Gemini
887681,female,26,Taurus
888601,female,24,Libra
3980968,male,23,Aquarius
4106901,male,13,Capricorn
3416334,male,34,Pisces
4061810,female,15,Libra
4053096,male,17,Libra
3968157,male,26,Leo
17944,female,39,Sagittarius
3511005,female,27,Scorpio
3298367,female,15,Pisces
2956196,male,17,Sagittarius
3749732,female,34,Pisces
3326689,male,14,Cancer
3849614,male,14,Pisces
3604870,male,26,Pisces
3348041,female,17,Scorpio
3305334,male,44,Aries
3730835,female,26,Leo
3981585,male,26,Gemini
4106647,male,27,Scorpio
3304516,male,27,Pisces
3403539,female,27,Leo
3841911,male,26,Aries
3060902,male,17,Aquarius
3474281,male,14,Scorpio
3309541,male,37,Taurus
4049268,male,17,Virgo
4333502,female,25,Scorpio
4250058,female,27,Aries
706237,male,27,Cancer
3577690,male,23,Aries
3523337,male,27,Cancer
3290845,female,35,Leo
4311128,male,23,Scorpio
4067273,male,26,Aquarius
3951313,female,15,Gemini
1493879,male,24,Virgo
3545779,female,33,Taurus
1713442,male,34,Aquarius
3682212,female,27,Leo
3976308,male,14,Cancer
3322580,male,25,Virgo
4146730,male,16,Capricorn
3580192,male,34,Leo
3901331,male,33,Virgo
3677740,female,25,Virgo
3974860,female,34,Scorpio
4001081,female,17,Aries
1486619,male,35,Taurus
3715883,male,16,Aries
1098541,male,15,Capricorn
3895185,female,15,Virgo
3750687,male,24,Pisces
3514661,female,16,Taurus
3608447,female,47,Pisces
3698850,male,25,Gemini
2315846,male,15,Libra
2955971,female,43,Gemini
4186320,male,16,Pisces
3752768,female,16,Pisces
3815747,female,15,Gemini
3059270,male,17,Taurus
2916583,female,17,Gemini
3981322,male,14,Virgo
3400459,male,17,Virgo
3350097,female,37,Taurus
3082254,male,16,Aquarius
4104405,male,17,Pisces
966107,male,27,Sagittarius
4029385,male,25,Leo
3663432,female,14,Virgo
3755596,female,47,Virgo
3418171,male,15,Aquarius
4012452,female,25,Aries
2383253,female,16,Virgo
2952952,female,16,Cancer
3855157,female,25,Scorpio
3641131,male,25,Taurus
3343042,female,38,Taurus
3663117,female,17,Aquarius
4172458,female,14,Aquarius
3743880,male,16,Capricorn
2002478,male,25,Sagittarius
3810138,male,15,Aries
4193797,male,44,Cancer
4262922,female,15,Taurus
3482717,female,15,Cancer
2520679,female,27,Cancer
3930698,female,17,Pisces
3913533,female,37,Leo
3947700,male,15,Cancer
4094394,female,39,Aquarius
3399661,male,15,Capricorn
4142755,female,17,Scorpio
2880521,male,16,Virgo
3557278,female,17,Aquarius
3311864,female,25,Leo
3298938,female,17,Aries
4142700,male,26,Taurus
2098454,female,27,Virgo
3456775,male,37,Scorpio
748386,female,26,Taurus
4091194,female,16,Libra
3477300,male,36,Leo
3366496,male,26,Scorpio
3766173,male,16,Scorpio
3954835,female,15,Scorpio
3147307,male,15,Gemini
3441045,male,17,Scorpio
3659252,male,23,Libra
1723527,male,41,Virgo
4072235,male,15,Virgo
988941,female,17,Capricorn
3837608,male,24,Sagittarius
3883774,female,16,Scorpio
4117758,female,35,Taurus
902155,male,17,Taurus
3875922,female,17,Pisces
3104340,female,14,Pisces
3638850,female,27,Virgo
4217666,male,26,Taurus
4334925,female,24,Virgo
3754294,female,24,Taurus
3809970,male,26,Aries
4154700,male,27,Pisces
4130944,female,37,Aries
4278694,female,24,Virgo
3418730,male,17,Pisces
3704081,female,17,Pisces
3435714,male,17,Capricorn
3768768,female,23,Cancer
4130728,male,24,Virgo
3428753,male,33,Sagittarius
3349464,female,15,Sagittarius
4148541,male,15,Scorpio
4066337,male,25,Leo
4327103,female,26,Aquarius
4152549,male,17,Gemini
575672,male,17,Gemini
3415693,male,14,Leo
3369489,male,16,Libra
3912526,female,26,Pisces
3819196,male,16,Leo
4104741,male,25,Aquarius
4295392,female,16,Libra
4060612,male,23,Scorpio
4161232,male,15,Taurus
3756581,male,16,Aquarius
3371063,male,15,Aquarius
3998196,male,17,Sagittarius
1734814,male,23,Cancer
3875914,female,46,Leo
4090275,female,27,Taurus
3763501,male,15,Pisces
2340073,female,16,Taurus
3312592,male,26,Cancer
3824594,male,27,Virgo
656452,male,27,Sagittarius
4006735,female,15,Scorpio
4251553,male,24,Pisces
775493,male,23,Cancer
3880045,female,13,Libra
3013483,male,16,Cancer
3722844,male,26,Cancer
3636119,male,27,Pisces
3865169,female,15,Aries
3135317,female,33,Taurus
3246789,male,48,Capricorn
3340979,female,14,Pisces
4118610,male,17,Leo
2935223,male,17,Aries
2988609,female,23,Libra
3703546,female,14,Libra
3309637,male,23,Leo
4081161,female,17,Cancer
3776017,female,17,Libra
2752410,male,17,Virgo
3636063,female,23,Leo
3362382,male,14,Gemini
2772400,male,27,Cancer
1273538,male,23,Taurus
946506,female,25,Aquarius
4175772,female,13,Gemini
3620866,male,44,Libra
3949574,male,24,Libra
3552554,male,27,Sagittarius
3537319,female,24,Gemini
4038467,male,27,Sagittarius
3382633,female,23,Libra
3781906,female,14,Pisces
4320505,female,33,Sagittarius
4236636,female,17,Gemini
3834555,female,15,Aries
3565077,female,16,Cancer
4263493,female,23,Aquarius
620124,female,25,Taurus
2456863,male,15,Libra
3388646,male,15,Virgo
3912019,female,35,Pisces
3694461,male,16,Gemini
2209219,female,27,Cancer
4000590,female,17,Gemini
3986440,male,23,Leo
3884809,male,14,Aries
4019544,male,26,Taurus
3699111,male,24,Leo
3544593,female,15,Leo
3449482,male,16,Cancer
3803381,male,17,Aries
2424409,female,17,Aries
3842512,male,16,Cancer
3485704,male,16,Pisces
3987877,male,23,Virgo
3541842,female,23,Scorpio
1772503,female,27,Pisces
3399431,male,27,Libra
3663738,female,14,Cancer
1834702,female,24,Sagittarius
3455011,male,14,Virgo
3713271,female,15,Leo
4309741,female,17,Gemini
3558636,male,27,Taurus
3897142,male,15,Libra
3785456,female,16,Cancer
4214405,female,33,Scorpio
3389825,female,36,Aquarius
3965014,female,25,Gemini
686132,female,26,Aquarius
3091201,male,17,Aquarius
3743351,male,14,Cancer
3695971,female,13,Capricorn
1055228,female,16,Cancer
3331920,male,26,Aquarius
3498605,male,15,Leo
3385182,male,24,Pisces
2539742,female,26,Libra
2846797,male,15,Pisces
3819462,female,34,Aries
4033806,male,17,Scorpio
3382046,male,36,Pisces
4099562,male,23,Leo
4152653,female,16,Aries
3676832,female,23,Cancer
4188004,female,17,Taurus
2705696,male,26,Taurus
3981885,female,24,Gemini
3352255,female,24,Libra
3689562,female,26,Scorpio
3388444,male,24,Leo
3772975,male,15,Leo
3674948,male,16,Sagittarius
3886866,female,16,Taurus
3404093,female,25,Aries
3484172,female,27,Virgo
3488121,female,13,Pisces
3325543,male,17,Leo
3373358,female,16,Libra
3739064,male,24,Aries
3864148,female,33,Gemini
4169968,female,17,Aries
3950924,male,24,Leo
3951963,female,15,Sagittarius
2631500,male,26,Pisces
3956585,female,33,Capricorn
3483108,female,23,Cancer
3325029,female,24,Gemini
3121099,male,38,Cancer
3235391,female,13,Taurus
4186250,male,16,Leo
3446038,male,24,Libra
3397898,male,26,Virgo
676414,male,25,Gemini
3654939,male,27,Cancer
3718134,male,25,Scorpio
3584405,male,27,Taurus
3451587,male,48,Capricorn
3922150,male,16,Leo
4336267,male,27,Aries
3636647,male,14,Pisces
3487510,male,26,Virgo
3783122,male,26,Cancer
3501167,female,24,Aquarius
2153234,male,27,Pisces
3437276,male,24,Gemini
4199861,male,27,Capricorn
3972509,male,16,Aries
3972921,male,35,Aries
4088212,female,17,Virgo
3313382,male,34,Leo
3629349,male,17,Aries
3483504,female,16,Aquarius
3389492,female,27,Virgo
3618189,male,14,Aquarius
419281,female,15,Aries
3516947,female,15,Cancer
4246925,female,14,Taurus
3951119,female,15,Leo
3951504,female,26,Capricorn
4211498,female,14,Aries
3780716,female,17,Aries
3718323,male,25,Virgo
3501296,male,23,Gemini
4038284,female,15,Taurus
4128020,female,24,Cancer
3471372,male,39,Sagittarius
3370474,male,17,Pisces
4199896,male,17,Aries
3215088,male,23,Gemini
3822746,female,15,Gemini
2811560,female,15,Sagittarius
3807209,female,17,Capricorn
4260563,male,13,Libra
473457,male,23,Gemini
3785845,female,15,Aries
3116578,female,14,Leo
3205824,female,26,Cancer
3941493,male,24,Capricorn
4227293,female,17,Taurus
2040049,female,17,Scorpio
3306336,female,16,Capricorn
3471653,female,26,Cancer
3646235,male,26,Pisces
899153,female,27,Gemini
3407616,male,24,Gemini
4150814,male,36,Cancer
1675405,female,17,Leo
3677281,male,47,Pisces
3440336,female,23,Virgo
3962370,female,17,Virgo
3829239,female,15,Sagittarius
3356555,female,13,Aries
3796315,male,23,Leo
2553577,male,25,Aries
871501,female,27,Gemini
3639232,female,23,Taurus
306435,male,24,Libra
4060391,male,25,Taurus
3788199,male,37,Scorpio
3981812,male,27,Libra
4227266,male,35,Aries
4224880,male,23,Leo
4003806,female,25,Pisces
3304937,male,34,Pisces
3475218,male,16,Libra
1619927,female,15,Gemini
3712172,male,17,Pisces
4041849,female,27,Aquarius
3712224,male,17,Sagittarius
2458847,male,24,Virgo
4124586,female,23,Aries
4058383,female,35,Gemini
4260949,male,17,Aquarius
1402277,female,23,Pisces
3354042,male,16,Taurus
4115248,male,36,Gemini
4156867,female,16,Sagittarius
3638204,male,36,Libra
3334411,female,38,Gemini
3134268,male,17,Aquarius
3556967,male,17,Pisces
3493154,female,38,Aries
3359291,female,25,Cancer
267072,female,33,Pisces
3660229,male,17,Pisces
3302604,male,26,Taurus
3004257,male,17,Aquarius
2606936,female,17,Virgo
3605010,female,35,Virgo
1067319,male,26,Aries
3790676,female,24,Pisces
3210223,female,16,Aquarius
3323220,female,17,Virgo
3584740,male,14,Libra
3320661,male,16,Scorpio
4159290,female,17,Sagittarius
4151204,female,40,Scorpio
3950756,female,33,Virgo
4151983,male,15,Pisces
4021161,male,24,Capricorn
1985677,female,24,Virgo
3448540,female,17,Virgo
3427226,female,14,Taurus
3362491,female,17,Sagittarius
3518155,male,24,Pisces
2217862,female,42,Scorpio
3816561,male,17,Aquarius
3669980,female,15,Gemini
4045268,male,35,Aries
4252830,female,15,Pisces
3806025,female,23,Sagittarius
3840157,female,14,Scorpio
3764504,male,17,Gemini
3833953,female,15,Scorpio
3607859,male,24,Scorpio
4126717,male,26,Scorpio
3709082,female,23,Cancer
3404126,male,17,Aries
2938065,female,23,Capricorn
4089416,female,14,Aquarius
3873635,female,16,Pisces
3525345,female,17,Leo
4031533,female,33,Virgo
3912595,female,17,Taurus
4310181,female,27,Aries
4155748,female,23,Capricorn
3310600,female,23,Leo
3570813,female,24,Gemini
4056423,male,26,Scorpio
3326743,male,17,Sagittarius
4275659,female,15,Aquarius
3552917,female,17,Taurus
3443175,female,25,Gemini
3964121,male,15,Scorpio
3387014,female,34,Aquarius
4276062,male,26,Virgo
808956,female,25,Aries
1651174,male,24,Leo
3693557,male,33,Leo
3887186,female,36,Virgo
1549052,male,16,Scorpio
4074179,male,25,Leo
3315927,male,17,Taurus
3568373,female,25,Capricorn
3557770,female,13,Capricorn
4318100,female,25,Cancer
2909865,male,17,Cancer
3585861,female,14,Taurus
3584504,male,17,Leo
3448381,male,27,Leo
3426508,male,15,Taurus
1517450,male,26,Virgo
3987840,female,27,Pisces
3751913,female,26,Aquarius
3641730,male,23,Aries
3090125,male,16,Capricorn
4211628,female,14,Libra
1363719,female,36,Taurus
1685295,female,17,Capricorn
3332005,male,36,Capricorn
3999282,male,24,Aries
3553916,female,17,Cancer
3937842,female,27,Virgo
3420059,male,27,Virgo
3784976,female,16,Aquarius
2890101,female,39,Pisces
3848091,female,16,Scorpio
1016738,male,26,Libra
4185422,female,15,Virgo
3809309,male,24,Aries
3925654,female,24,Taurus
1464756,female,23,Pisces
3461829,male,24,Sagittarius
4011706,female,13,Taurus
3047988,male,16,Sagittarius
4061802,male,34,Gemini
3570245,female,24,Taurus
4148876,male,16,Aries
3907320,male,23,Sagittarius
3739094,female,15,Aries
2163386,male,26,Taurus
3560803,male,16,Pisces
4117552,female,34,Leo
4022515,female,17,Pisces
3529499,male,27,Aquarius
4095927,male,15,Libra
3593261,male,15,Libra
3315312,male,17,Sagittarius
3838891,female,25,Aries
1754530,female,17,Aquarius
3386324,female,35,Taurus
1742127,male,17,Capricorn
3752323,male,24,Gemini
3306343,male,26,Leo
3008380,female,16,Taurus
3725910,male,24,Taurus
3643349,female,27,Pisces
3553662,female,35,Pisces
4090308,female,23,Gemini
3962812,male,17,Scorpio
598025,female,23,Aquarius
4262451,female,26,Aries
1163257,female,24,Gemini
3563088,female,17,Leo
3955142,male,25,Virgo
4243827,female,23,Libra
4050925,female,16,Virgo
3246978,male,25,Aries
3787328,male,25,Virgo
3690800,male,25,Pisces
4130921,female,33,Cancer
4165765,male,25,Libra
3505405,male,26,Pisces
1352859,female,26,Sagittarius
3451421,male,23,Taurus
4153600,female,16,Gemini
4292978,female,25,Gemini
4236023,male,17,Taurus
4042414,female,33,Virgo
3433970,female,15,Gemini
4323050,female,16,Leo
3713700,male,15,Aries
700788,male,23,Sagittarius
3736696,male,17,Scorpio
3889796,male,14,Pisces
4070526,female,24,Aquarius
4130623,female,26,Cancer
3646845,male,16,Cancer
3828094,female,25,Leo
4144922,female,14,Aquarius
3338798,male,24,Cancer
2889784,female,17,Virgo
4079820,male,16,Capricorn
3808580,female,16,Cancer
1493200,male,39,Aries
4086028,male,17,Scorpio
3357453,female,16,Aries
3423289,female,23,Leo
3556007,female,16,Scorpio
3371325,female,25,Libra
3367064,female,26,Taurus
3991685,male,23,Sagittarius
3881543,male,24,Gemini
2871824,male,24,Leo
3746537,female,16,Gemini
2915945,female,14,Taurus
3060999,female,14,Libra
3935789,male,23,Libra
1791111,male,17,Leo
3963511,female,33,Aries
3783586,female,15,Virgo
3635340,male,16,Virgo
4082385,male,26,Aquarius
3546791,female,13,Pisces
1689280,female,27,Leo
3759449,male,25,Virgo
3826382,male,17,Aquarius
1725978,male,24,Sagittarius
3874102,female,16,Taurus
4073418,male,37,Cancer
3553520,female,16,Aries
3682418,male,25,Gemini
2664554,male,35,Libra
3511677,male,34,Capricorn
3524145,male,17,Cancer
3650340,male,15,Gemini
3589910,female,17,Virgo
4067116,female,38,Sagittarius
3446654,male,25,Cancer
3063831,male,23,Gemini
2952959,female,24,Capricorn
3506939,female,47,Cancer
71075,female,24,Sagittarius
4030244,female,27,Pisces
4045471,male,27,Virgo
3690949,female,15,Libra
4127223,female,17,Cancer
3308942,female,16,Aquarius
3949493,male,25,Scorpio
3419065,female,13,Sagittarius
2479099,female,25,Cancer
3996944,male,16,Pisces
3917252,female,24,Sagittarius
1127124,male,25,Gemini
498484,female,24,Gemini
2802245,male,15,Virgo
2964073,male,16,Taurus
2169579,female,24,Virgo
3966219,male,23,Libra
4142218,male,23,Gemini
3743035,male,17,Cancer
4123482,female,16,Virgo
2580350,male,24,Scorpio
3420555,female,16,Scorpio
3931176,female,14,Sagittarius
3176541,male,34,Aquarius
3662307,female,23,Capricorn
3798176,female,24,Capricorn
3936081,female,15,Pisces
1113052,female,25,Cancer
3469096,female,16,Aquarius
3864402,female,26,Cancer
3819218,female,25,Aries
4162455,male,40,Cancer
3408761,female,23,Capricorn
4145655,male,17,Aquarius
3878670,male,34,Taurus
1852920,female,25,Sagittarius
3427547,female,23,Aquarius
3961750,male,26,Capricorn
3764458,male,14,Capricorn
4257465,female,24,Aquarius
4271668,male,17,Gemini
3845500,male,33,Taurus
4022877,male,37,Capricorn
1042993,male,15,Sagittarius
3447366,male,25,Aries
3486652,male,24,Aquarius
3409695,male,23,Gemini
4197491,male,16,Scorpio
2559993,female,17,Aries
4017447,male,16,Scorpio
3444841,female,23,Aquarius
3678188,male,25,Pisces
2539230,female,16,Cancer
4203226,female,17,Virgo
4130270,male,15,Virgo
3512033,male,16,Capricorn
3292900,male,24,Pisces
4165917,female,17,Cancer
3407461,male,24,Leo
3443718,female,25,Aries
3717118,male,42,Aries
1335479,male,37,Cancer
4119051,male,26,Gemini
4038871,male,33,Taurus
3342767,male,17,Virgo
3432907,female,13,Taurus
3695708,male,33,Libra
4334761,female,13,Aquarius
3862846,female,25,Pisces
3420072,male,16,Libra
3885000,female,13,Aries
3670450,female,14,Cancer
3374082,male,23,Pisces
3473324,female,23,Gemini
4013598,male,26,Scorpio
3482373,male,25,Pisces
3816993,male,45,Taurus
2432036,female,26,Cancer
3777485,female,25,Leo
3463615,male,15,Aries
3567154,female,15,Pisces
4039232,female,39,Capricorn
4125083,female,23,Libra
2883923,male,35,Gemini
3776537,male,15,Sagittarius
2753990,female,15,Gemini
3923398,male,27,Aries
4115759,female,16,Scorpio
